DateKey,Date,Day,WeekNr,Month,Monthshort,MonthNo,Quater,Year
20210509,2021-05-09,1,20,May,May,5,2,2021
20210510,2021-05-10,2,20,May,May,5,2,2021
20210511,2021-05-11,3,20,May,May,5,2,2021
20210512,2021-05-12,4,20,May,May,5,2,2021
20210513,2021-05-13,5,20,May,May,5,2,2021
20210514,2021-05-14,6,20,May,May,5,2,2021
20210515,2021-05-15,7,20,May,May,5,2,2021
20210516,2021-05-16,1,21,May,May,5,2,2021
20210517,2021-05-17,2,21,May,May,5,2,2021
20210518,2021-05-18,3,21,May,May,5,2,2021
20210519,2021-05-19,4,21,May,May,5,2,2021
20210520,2021-05-20,5,21,May,May,5,2,2021
20210521,2021-05-21,6,21,May,May,5,2,2021
20210522,2021-05-22,7,21,May,May,5,2,2021
20210523,2021-05-23,1,22,May,May,5,2,2021
20210524,2021-05-24,2,22,May,May,5,2,2021
20210525,2021-05-25,3,22,May,May,5,2,2021
20210526,2021-05-26,4,22,May,May,5,2,2021
20210527,2021-05-27,5,22,May,May,5,2,2021
20210528,2021-05-28,6,22,May,May,5,2,2021
20210529,2021-05-29,7,22,May,May,5,2,2021
20210530,2021-05-30,1,23,May,May,5,2,2021
20210531,2021-05-31,2,23,May,May,5,2,2021
20210601,2021-06-01,3,23,June,Jun,6,2,2021
20210602,2021-06-02,4,23,June,Jun,6,2,2021
20210603,2021-06-03,5,23,June,Jun,6,2,2021
20210604,2021-06-04,6,23,June,Jun,6,2,2021
20210605,2021-06-05,7,23,June,Jun,6,2,2021
20210606,2021-06-06,1,24,June,Jun,6,2,2021
20210607,2021-06-07,2,24,June,Jun,6,2,2021
20210608,2021-06-08,3,24,June,Jun,6,2,2021
20210609,2021-06-09,4,24,June,Jun,6,2,2021
20210610,2021-06-10,5,24,June,Jun,6,2,2021
20210611,2021-06-11,6,24,June,Jun,6,2,2021
20210612,2021-06-12,7,24,June,Jun,6,2,2021
20210613,2021-06-13,1,25,June,Jun,6,2,2021
20210614,2021-06-14,2,25,June,Jun,6,2,2021
20210615,2021-06-15,3,25,June,Jun,6,2,2021
20210616,2021-06-16,4,25,June,Jun,6,2,2021
20210617,2021-06-17,5,25,June,Jun,6,2,2021
20210618,2021-06-18,6,25,June,Jun,6,2,2021
20210619,2021-06-19,7,25,June,Jun,6,2,2021
20210620,2021-06-20,1,26,June,Jun,6,2,2021
20210621,2021-06-21,2,26,June,Jun,6,2,2021
20210622,2021-06-22,3,26,June,Jun,6,2,2021
20210623,2021-06-23,4,26,June,Jun,6,2,2021
20210624,2021-06-24,5,26,June,Jun,6,2,2021
20210625,2021-06-25,6,26,June,Jun,6,2,2021
20210626,2021-06-26,7,26,June,Jun,6,2,2021
20210627,2021-06-27,1,27,June,Jun,6,2,2021
20210628,2021-06-28,2,27,June,Jun,6,2,2021
20210629,2021-06-29,3,27,June,Jun,6,2,2021
20210630,2021-06-30,4,27,June,Jun,6,2,2021
20210701,2021-07-01,5,27,July,Jul,7,3,2021
20210702,2021-07-02,6,27,July,Jul,7,3,2021
20210703,2021-07-03,7,27,July,Jul,7,3,2021
20210704,2021-07-04,1,28,July,Jul,7,3,2021
20210705,2021-07-05,2,28,July,Jul,7,3,2021
20210706,2021-07-06,3,28,July,Jul,7,3,2021
20210707,2021-07-07,4,28,July,Jul,7,3,2021
20210708,2021-07-08,5,28,July,Jul,7,3,2021
20210709,2021-07-09,6,28,July,Jul,7,3,2021
20210710,2021-07-10,7,28,July,Jul,7,3,2021
20210711,2021-07-11,1,29,July,Jul,7,3,2021
20210712,2021-07-12,2,29,July,Jul,7,3,2021
20210713,2021-07-13,3,29,July,Jul,7,3,2021
20210714,2021-07-14,4,29,July,Jul,7,3,2021
20210715,2021-07-15,5,29,July,Jul,7,3,2021
20210716,2021-07-16,6,29,July,Jul,7,3,2021
20210717,2021-07-17,7,29,July,Jul,7,3,2021
20210718,2021-07-18,1,30,July,Jul,7,3,2021
20210719,2021-07-19,2,30,July,Jul,7,3,2021
20210720,2021-07-20,3,30,July,Jul,7,3,2021
20210721,2021-07-21,4,30,July,Jul,7,3,2021
20210722,2021-07-22,5,30,July,Jul,7,3,2021
20210723,2021-07-23,6,30,July,Jul,7,3,2021
20210724,2021-07-24,7,30,July,Jul,7,3,2021
20210725,2021-07-25,1,31,July,Jul,7,3,2021
20210726,2021-07-26,2,31,July,Jul,7,3,2021
20210727,2021-07-27,3,31,July,Jul,7,3,2021
20210728,2021-07-28,4,31,July,Jul,7,3,2021
20210729,2021-07-29,5,31,July,Jul,7,3,2021
20210730,2021-07-30,6,31,July,Jul,7,3,2021
20210731,2021-07-31,7,31,July,Jul,7,3,2021
20210801,2021-08-01,1,32,August,Aug,8,3,2021
20210802,2021-08-02,2,32,August,Aug,8,3,2021
20210803,2021-08-03,3,32,August,Aug,8,3,2021
20210804,2021-08-04,4,32,August,Aug,8,3,2021
20210805,2021-08-05,5,32,August,Aug,8,3,2021
20210806,2021-08-06,6,32,August,Aug,8,3,2021
20210807,2021-08-07,7,32,August,Aug,8,3,2021
20210808,2021-08-08,1,33,August,Aug,8,3,2021
20210809,2021-08-09,2,33,August,Aug,8,3,2021
20210810,2021-08-10,3,33,August,Aug,8,3,2021
20210811,2021-08-11,4,33,August,Aug,8,3,2021
20210812,2021-08-12,5,33,August,Aug,8,3,2021
20210813,2021-08-13,6,33,August,Aug,8,3,2021
20210814,2021-08-14,7,33,August,Aug,8,3,2021
20210815,2021-08-15,1,34,August,Aug,8,3,2021
20210816,2021-08-16,2,34,August,Aug,8,3,2021
20210817,2021-08-17,3,34,August,Aug,8,3,2021
20210818,2021-08-18,4,34,August,Aug,8,3,2021
20210819,2021-08-19,5,34,August,Aug,8,3,2021
20210820,2021-08-20,6,34,August,Aug,8,3,2021
20210821,2021-08-21,7,34,August,Aug,8,3,2021
20210822,2021-08-22,1,35,August,Aug,8,3,2021
20210823,2021-08-23,2,35,August,Aug,8,3,2021
20210824,2021-08-24,3,35,August,Aug,8,3,2021
20210825,2021-08-25,4,35,August,Aug,8,3,2021
20210826,2021-08-26,5,35,August,Aug,8,3,2021
20210827,2021-08-27,6,35,August,Aug,8,3,2021
20210828,2021-08-28,7,35,August,Aug,8,3,2021
20210829,2021-08-29,1,36,August,Aug,8,3,2021
20210830,2021-08-30,2,36,August,Aug,8,3,2021
20210831,2021-08-31,3,36,August,Aug,8,3,2021
20210901,2021-09-01,4,36,September,Sep,9,3,2021
20210902,2021-09-02,5,36,September,Sep,9,3,2021
20210903,2021-09-03,6,36,September,Sep,9,3,2021
20210904,2021-09-04,7,36,September,Sep,9,3,2021
20210905,2021-09-05,1,37,September,Sep,9,3,2021
20210906,2021-09-06,2,37,September,Sep,9,3,2021
20210907,2021-09-07,3,37,September,Sep,9,3,2021
20210908,2021-09-08,4,37,September,Sep,9,3,2021
20210909,2021-09-09,5,37,September,Sep,9,3,2021
20210910,2021-09-10,6,37,September,Sep,9,3,2021
20210911,2021-09-11,7,37,September,Sep,9,3,2021
20210912,2021-09-12,1,38,September,Sep,9,3,2021
20210913,2021-09-13,2,38,September,Sep,9,3,2021
20210914,2021-09-14,3,38,September,Sep,9,3,2021
20210915,2021-09-15,4,38,September,Sep,9,3,2021
20210916,2021-09-16,5,38,September,Sep,9,3,2021
20210917,2021-09-17,6,38,September,Sep,9,3,2021
20210918,2021-09-18,7,38,September,Sep,9,3,2021
20210919,2021-09-19,1,39,September,Sep,9,3,2021
20210920,2021-09-20,2,39,September,Sep,9,3,2021
20210921,2021-09-21,3,39,September,Sep,9,3,2021
20210922,2021-09-22,4,39,September,Sep,9,3,2021
20210923,2021-09-23,5,39,September,Sep,9,3,2021
20210924,2021-09-24,6,39,September,Sep,9,3,2021
20210925,2021-09-25,7,39,September,Sep,9,3,2021
20210926,2021-09-26,1,40,September,Sep,9,3,2021
20210927,2021-09-27,2,40,September,Sep,9,3,2021
20210928,2021-09-28,3,40,September,Sep,9,3,2021
20210929,2021-09-29,4,40,September,Sep,9,3,2021
20210930,2021-09-30,5,40,September,Sep,9,3,2021
20211001,2021-10-01,6,40,October,Oct,10,4,2021
20211002,2021-10-02,7,40,October,Oct,10,4,2021
20211003,2021-10-03,1,41,October,Oct,10,4,2021
20211004,2021-10-04,2,41,October,Oct,10,4,2021
20211005,2021-10-05,3,41,October,Oct,10,4,2021
20211006,2021-10-06,4,41,October,Oct,10,4,2021
20211007,2021-10-07,5,41,October,Oct,10,4,2021
20211008,2021-10-08,6,41,October,Oct,10,4,2021
20211009,2021-10-09,7,41,October,Oct,10,4,2021
20211010,2021-10-10,1,42,October,Oct,10,4,2021
20211011,2021-10-11,2,42,October,Oct,10,4,2021
20211012,2021-10-12,3,42,October,Oct,10,4,2021
20211013,2021-10-13,4,42,October,Oct,10,4,2021
20211014,2021-10-14,5,42,October,Oct,10,4,2021
20211015,2021-10-15,6,42,October,Oct,10,4,2021
20211016,2021-10-16,7,42,October,Oct,10,4,2021
20211017,2021-10-17,1,43,October,Oct,10,4,2021
20211018,2021-10-18,2,43,October,Oct,10,4,2021
20211019,2021-10-19,3,43,October,Oct,10,4,2021
20211020,2021-10-20,4,43,October,Oct,10,4,2021
20211021,2021-10-21,5,43,October,Oct,10,4,2021
20211022,2021-10-22,6,43,October,Oct,10,4,2021
20211023,2021-10-23,7,43,October,Oct,10,4,2021
20211024,2021-10-24,1,44,October,Oct,10,4,2021
20211025,2021-10-25,2,44,October,Oct,10,4,2021
20211026,2021-10-26,3,44,October,Oct,10,4,2021
20211027,2021-10-27,4,44,October,Oct,10,4,2021
20211028,2021-10-28,5,44,October,Oct,10,4,2021
20211029,2021-10-29,6,44,October,Oct,10,4,2021
20211030,2021-10-30,7,44,October,Oct,10,4,2021
20211031,2021-10-31,1,45,October,Oct,10,4,2021
20211101,2021-11-01,2,45,November,Nov,11,4,2021
20211102,2021-11-02,3,45,November,Nov,11,4,2021
20211103,2021-11-03,4,45,November,Nov,11,4,2021
20211104,2021-11-04,5,45,November,Nov,11,4,2021
20211105,2021-11-05,6,45,November,Nov,11,4,2021
20211106,2021-11-06,7,45,November,Nov,11,4,2021
20211107,2021-11-07,1,46,November,Nov,11,4,2021
20211108,2021-11-08,2,46,November,Nov,11,4,2021
20211109,2021-11-09,3,46,November,Nov,11,4,2021
20211110,2021-11-10,4,46,November,Nov,11,4,2021
20211111,2021-11-11,5,46,November,Nov,11,4,2021
20211112,2021-11-12,6,46,November,Nov,11,4,2021
20211113,2021-11-13,7,46,November,Nov,11,4,2021
20211114,2021-11-14,1,47,November,Nov,11,4,2021
20211115,2021-11-15,2,47,November,Nov,11,4,2021
20211116,2021-11-16,3,47,November,Nov,11,4,2021
20211117,2021-11-17,4,47,November,Nov,11,4,2021
20211118,2021-11-18,5,47,November,Nov,11,4,2021
20211119,2021-11-19,6,47,November,Nov,11,4,2021
20211120,2021-11-20,7,47,November,Nov,11,4,2021
20211121,2021-11-21,1,48,November,Nov,11,4,2021
20211122,2021-11-22,2,48,November,Nov,11,4,2021
20211123,2021-11-23,3,48,November,Nov,11,4,2021
20211124,2021-11-24,4,48,November,Nov,11,4,2021
20211125,2021-11-25,5,48,November,Nov,11,4,2021
20211126,2021-11-26,6,48,November,Nov,11,4,2021
20211127,2021-11-27,7,48,November,Nov,11,4,2021
20211128,2021-11-28,1,49,November,Nov,11,4,2021
20211129,2021-11-29,2,49,November,Nov,11,4,2021
20211130,2021-11-30,3,49,November,Nov,11,4,2021
20211201,2021-12-01,4,49,December,Dec,12,4,2021
20211202,2021-12-02,5,49,December,Dec,12,4,2021
20211203,2021-12-03,6,49,December,Dec,12,4,2021
20211204,2021-12-04,7,49,December,Dec,12,4,2021
20211205,2021-12-05,1,50,December,Dec,12,4,2021
20211206,2021-12-06,2,50,December,Dec,12,4,2021
20211207,2021-12-07,3,50,December,Dec,12,4,2021
20211208,2021-12-08,4,50,December,Dec,12,4,2021
20211209,2021-12-09,5,50,December,Dec,12,4,2021
20211210,2021-12-10,6,50,December,Dec,12,4,2021
20211211,2021-12-11,7,50,December,Dec,12,4,2021
20211212,2021-12-12,1,51,December,Dec,12,4,2021
20211213,2021-12-13,2,51,December,Dec,12,4,2021
20211214,2021-12-14,3,51,December,Dec,12,4,2021
20211215,2021-12-15,4,51,December,Dec,12,4,2021
20211216,2021-12-16,5,51,December,Dec,12,4,2021
20211217,2021-12-17,6,51,December,Dec,12,4,2021
20211218,2021-12-18,7,51,December,Dec,12,4,2021
20211219,2021-12-19,1,52,December,Dec,12,4,2021
20211220,2021-12-20,2,52,December,Dec,12,4,2021
20211221,2021-12-21,3,52,December,Dec,12,4,2021
20211222,2021-12-22,4,52,December,Dec,12,4,2021
20211223,2021-12-23,5,52,December,Dec,12,4,2021
20211224,2021-12-24,6,52,December,Dec,12,4,2021
20211225,2021-12-25,7,52,December,Dec,12,4,2021
20211226,2021-12-26,1,53,December,Dec,12,4,2021
20211227,2021-12-27,2,53,December,Dec,12,4,2021
20211228,2021-12-28,3,53,December,Dec,12,4,2021
20211229,2021-12-29,4,53,December,Dec,12,4,2021
20211230,2021-12-30,5,53,December,Dec,12,4,2021
20211231,2021-12-31,6,53,December,Dec,12,4,2021
20220101,2022-01-01,7,1,January,Jan,1,1,2022
20220102,2022-01-02,1,2,January,Jan,1,1,2022
20220103,2022-01-03,2,2,January,Jan,1,1,2022
20220104,2022-01-04,3,2,January,Jan,1,1,2022
20220105,2022-01-05,4,2,January,Jan,1,1,2022
20220106,2022-01-06,5,2,January,Jan,1,1,2022
20220107,2022-01-07,6,2,January,Jan,1,1,2022
20220108,2022-01-08,7,2,January,Jan,1,1,2022
20220109,2022-01-09,1,3,January,Jan,1,1,2022
20220110,2022-01-10,2,3,January,Jan,1,1,2022
20220111,2022-01-11,3,3,January,Jan,1,1,2022
20220112,2022-01-12,4,3,January,Jan,1,1,2022
20220113,2022-01-13,5,3,January,Jan,1,1,2022
20220114,2022-01-14,6,3,January,Jan,1,1,2022
20220115,2022-01-15,7,3,January,Jan,1,1,2022
20220116,2022-01-16,1,4,January,Jan,1,1,2022
20220117,2022-01-17,2,4,January,Jan,1,1,2022
20220118,2022-01-18,3,4,January,Jan,1,1,2022
20220119,2022-01-19,4,4,January,Jan,1,1,2022
20220120,2022-01-20,5,4,January,Jan,1,1,2022
20220121,2022-01-21,6,4,January,Jan,1,1,2022
20220122,2022-01-22,7,4,January,Jan,1,1,2022
20220123,2022-01-23,1,5,January,Jan,1,1,2022
20220124,2022-01-24,2,5,January,Jan,1,1,2022
20220125,2022-01-25,3,5,January,Jan,1,1,2022
20220126,2022-01-26,4,5,January,Jan,1,1,2022
20220127,2022-01-27,5,5,January,Jan,1,1,2022
20220128,2022-01-28,6,5,January,Jan,1,1,2022
20220129,2022-01-29,7,5,January,Jan,1,1,2022
20220130,2022-01-30,1,6,January,Jan,1,1,2022
20220131,2022-01-31,2,6,January,Jan,1,1,2022
20220201,2022-02-01,3,6,February,Feb,2,1,2022
20220202,2022-02-02,4,6,February,Feb,2,1,2022
20220203,2022-02-03,5,6,February,Feb,2,1,2022
20220204,2022-02-04,6,6,February,Feb,2,1,2022
20220205,2022-02-05,7,6,February,Feb,2,1,2022
20220206,2022-02-06,1,7,February,Feb,2,1,2022
20220207,2022-02-07,2,7,February,Feb,2,1,2022
20220208,2022-02-08,3,7,February,Feb,2,1,2022
20220209,2022-02-09,4,7,February,Feb,2,1,2022
20220210,2022-02-10,5,7,February,Feb,2,1,2022
20220211,2022-02-11,6,7,February,Feb,2,1,2022
20220212,2022-02-12,7,7,February,Feb,2,1,2022
20220213,2022-02-13,1,8,February,Feb,2,1,2022
20220214,2022-02-14,2,8,February,Feb,2,1,2022
20220215,2022-02-15,3,8,February,Feb,2,1,2022
20220216,2022-02-16,4,8,February,Feb,2,1,2022
20220217,2022-02-17,5,8,February,Feb,2,1,2022
20220218,2022-02-18,6,8,February,Feb,2,1,2022
20220219,2022-02-19,7,8,February,Feb,2,1,2022
20220220,2022-02-20,1,9,February,Feb,2,1,2022
20220221,2022-02-21,2,9,February,Feb,2,1,2022
20220222,2022-02-22,3,9,February,Feb,2,1,2022
20220223,2022-02-23,4,9,February,Feb,2,1,2022
20220224,2022-02-24,5,9,February,Feb,2,1,2022
20220225,2022-02-25,6,9,February,Feb,2,1,2022
20220226,2022-02-26,7,9,February,Feb,2,1,2022
20220227,2022-02-27,1,10,February,Feb,2,1,2022
20220228,2022-02-28,2,10,February,Feb,2,1,2022
20220301,2022-03-01,3,10,March,Mar,3,1,2022
20220302,2022-03-02,4,10,March,Mar,3,1,2022
20220303,2022-03-03,5,10,March,Mar,3,1,2022
20220304,2022-03-04,6,10,March,Mar,3,1,2022
20220305,2022-03-05,7,10,March,Mar,3,1,2022
20220306,2022-03-06,1,11,March,Mar,3,1,2022
20220307,2022-03-07,2,11,March,Mar,3,1,2022
20220308,2022-03-08,3,11,March,Mar,3,1,2022
20220309,2022-03-09,4,11,March,Mar,3,1,2022
20220310,2022-03-10,5,11,March,Mar,3,1,2022
20220311,2022-03-11,6,11,March,Mar,3,1,2022
20220312,2022-03-12,7,11,March,Mar,3,1,2022
20220313,2022-03-13,1,12,March,Mar,3,1,2022
20220314,2022-03-14,2,12,March,Mar,3,1,2022
20220315,2022-03-15,3,12,March,Mar,3,1,2022
20220316,2022-03-16,4,12,March,Mar,3,1,2022
20220317,2022-03-17,5,12,March,Mar,3,1,2022
20220318,2022-03-18,6,12,March,Mar,3,1,2022
20220319,2022-03-19,7,12,March,Mar,3,1,2022
20220320,2022-03-20,1,13,March,Mar,3,1,2022
20220321,2022-03-21,2,13,March,Mar,3,1,2022
20220322,2022-03-22,3,13,March,Mar,3,1,2022
20220323,2022-03-23,4,13,March,Mar,3,1,2022
20220324,2022-03-24,5,13,March,Mar,3,1,2022
20220325,2022-03-25,6,13,March,Mar,3,1,2022
20220326,2022-03-26,7,13,March,Mar,3,1,2022
20220327,2022-03-27,1,14,March,Mar,3,1,2022
20220328,2022-03-28,2,14,March,Mar,3,1,2022
20220329,2022-03-29,3,14,March,Mar,3,1,2022
20220330,2022-03-30,4,14,March,Mar,3,1,2022
20220331,2022-03-31,5,14,March,Mar,3,1,2022
20220401,2022-04-01,6,14,April,Apr,4,2,2022
20220402,2022-04-02,7,14,April,Apr,4,2,2022
20220403,2022-04-03,1,15,April,Apr,4,2,2022
20220404,2022-04-04,2,15,April,Apr,4,2,2022
20220405,2022-04-05,3,15,April,Apr,4,2,2022
20220406,2022-04-06,4,15,April,Apr,4,2,2022
20220407,2022-04-07,5,15,April,Apr,4,2,2022
20220408,2022-04-08,6,15,April,Apr,4,2,2022
20220409,2022-04-09,7,15,April,Apr,4,2,2022
20220410,2022-04-10,1,16,April,Apr,4,2,2022
20220411,2022-04-11,2,16,April,Apr,4,2,2022
20220412,2022-04-12,3,16,April,Apr,4,2,2022
20220413,2022-04-13,4,16,April,Apr,4,2,2022
20220414,2022-04-14,5,16,April,Apr,4,2,2022
20220415,2022-04-15,6,16,April,Apr,4,2,2022
20220416,2022-04-16,7,16,April,Apr,4,2,2022
20220417,2022-04-17,1,17,April,Apr,4,2,2022
20220418,2022-04-18,2,17,April,Apr,4,2,2022
20220419,2022-04-19,3,17,April,Apr,4,2,2022
20220420,2022-04-20,4,17,April,Apr,4,2,2022
20220421,2022-04-21,5,17,April,Apr,4,2,2022
20220422,2022-04-22,6,17,April,Apr,4,2,2022
20220423,2022-04-23,7,17,April,Apr,4,2,2022
20220424,2022-04-24,1,18,April,Apr,4,2,2022
20220425,2022-04-25,2,18,April,Apr,4,2,2022
20220426,2022-04-26,3,18,April,Apr,4,2,2022
20220427,2022-04-27,4,18,April,Apr,4,2,2022
20220428,2022-04-28,5,18,April,Apr,4,2,2022
20220429,2022-04-29,6,18,April,Apr,4,2,2022
20220430,2022-04-30,7,18,April,Apr,4,2,2022
20220501,2022-05-01,1,19,May,May,5,2,2022
20220502,2022-05-02,2,19,May,May,5,2,2022
20220503,2022-05-03,3,19,May,May,5,2,2022
20220504,2022-05-04,4,19,May,May,5,2,2022
20220505,2022-05-05,5,19,May,May,5,2,2022
20220506,2022-05-06,6,19,May,May,5,2,2022
20220507,2022-05-07,7,19,May,May,5,2,2022
20220508,2022-05-08,1,20,May,May,5,2,2022
20220509,2022-05-09,2,20,May,May,5,2,2022
20220510,2022-05-10,3,20,May,May,5,2,2022
20220511,2022-05-11,4,20,May,May,5,2,2022
20220512,2022-05-12,5,20,May,May,5,2,2022
20220513,2022-05-13,6,20,May,May,5,2,2022
20220514,2022-05-14,7,20,May,May,5,2,2022
20220515,2022-05-15,1,21,May,May,5,2,2022
20220516,2022-05-16,2,21,May,May,5,2,2022
20220517,2022-05-17,3,21,May,May,5,2,2022
20220518,2022-05-18,4,21,May,May,5,2,2022
20220519,2022-05-19,5,21,May,May,5,2,2022
20220520,2022-05-20,6,21,May,May,5,2,2022
20220521,2022-05-21,7,21,May,May,5,2,2022
20220522,2022-05-22,1,22,May,May,5,2,2022
20220523,2022-05-23,2,22,May,May,5,2,2022
20220524,2022-05-24,3,22,May,May,5,2,2022
20220525,2022-05-25,4,22,May,May,5,2,2022
20220526,2022-05-26,5,22,May,May,5,2,2022
20220527,2022-05-27,6,22,May,May,5,2,2022
20220528,2022-05-28,7,22,May,May,5,2,2022
20220529,2022-05-29,1,23,May,May,5,2,2022
20220530,2022-05-30,2,23,May,May,5,2,2022
20220531,2022-05-31,3,23,May,May,5,2,2022
20220601,2022-06-01,4,23,June,Jun,6,2,2022
20220602,2022-06-02,5,23,June,Jun,6,2,2022
20220603,2022-06-03,6,23,June,Jun,6,2,2022
20220604,2022-06-04,7,23,June,Jun,6,2,2022
20220605,2022-06-05,1,24,June,Jun,6,2,2022
20220606,2022-06-06,2,24,June,Jun,6,2,2022
20220607,2022-06-07,3,24,June,Jun,6,2,2022
20220608,2022-06-08,4,24,June,Jun,6,2,2022
20220609,2022-06-09,5,24,June,Jun,6,2,2022
20220610,2022-06-10,6,24,June,Jun,6,2,2022
20220611,2022-06-11,7,24,June,Jun,6,2,2022
20220612,2022-06-12,1,25,June,Jun,6,2,2022
20220613,2022-06-13,2,25,June,Jun,6,2,2022
20220614,2022-06-14,3,25,June,Jun,6,2,2022
20220615,2022-06-15,4,25,June,Jun,6,2,2022
20220616,2022-06-16,5,25,June,Jun,6,2,2022
20220617,2022-06-17,6,25,June,Jun,6,2,2022
20220618,2022-06-18,7,25,June,Jun,6,2,2022
20220619,2022-06-19,1,26,June,Jun,6,2,2022
20220620,2022-06-20,2,26,June,Jun,6,2,2022
20220621,2022-06-21,3,26,June,Jun,6,2,2022
20220622,2022-06-22,4,26,June,Jun,6,2,2022
20220623,2022-06-23,5,26,June,Jun,6,2,2022
20220624,2022-06-24,6,26,June,Jun,6,2,2022
20220625,2022-06-25,7,26,June,Jun,6,2,2022
20220626,2022-06-26,1,27,June,Jun,6,2,2022
20220627,2022-06-27,2,27,June,Jun,6,2,2022
20220628,2022-06-28,3,27,June,Jun,6,2,2022
20220629,2022-06-29,4,27,June,Jun,6,2,2022
20220630,2022-06-30,5,27,June,Jun,6,2,2022
20220701,2022-07-01,6,27,July,Jul,7,3,2022
20220702,2022-07-02,7,27,July,Jul,7,3,2022
20220703,2022-07-03,1,28,July,Jul,7,3,2022
20220704,2022-07-04,2,28,July,Jul,7,3,2022
20220705,2022-07-05,3,28,July,Jul,7,3,2022
20220706,2022-07-06,4,28,July,Jul,7,3,2022
20220707,2022-07-07,5,28,July,Jul,7,3,2022
20220708,2022-07-08,6,28,July,Jul,7,3,2022
20220709,2022-07-09,7,28,July,Jul,7,3,2022
20220710,2022-07-10,1,29,July,Jul,7,3,2022
20220711,2022-07-11,2,29,July,Jul,7,3,2022
20220712,2022-07-12,3,29,July,Jul,7,3,2022
20220713,2022-07-13,4,29,July,Jul,7,3,2022
20220714,2022-07-14,5,29,July,Jul,7,3,2022
20220715,2022-07-15,6,29,July,Jul,7,3,2022
20220716,2022-07-16,7,29,July,Jul,7,3,2022
20220717,2022-07-17,1,30,July,Jul,7,3,2022
20220718,2022-07-18,2,30,July,Jul,7,3,2022
20220719,2022-07-19,3,30,July,Jul,7,3,2022
20220720,2022-07-20,4,30,July,Jul,7,3,2022
20220721,2022-07-21,5,30,July,Jul,7,3,2022
20220722,2022-07-22,6,30,July,Jul,7,3,2022
20220723,2022-07-23,7,30,July,Jul,7,3,2022
20220724,2022-07-24,1,31,July,Jul,7,3,2022
20220725,2022-07-25,2,31,July,Jul,7,3,2022
20220726,2022-07-26,3,31,July,Jul,7,3,2022
20220727,2022-07-27,4,31,July,Jul,7,3,2022
20220728,2022-07-28,5,31,July,Jul,7,3,2022
20220729,2022-07-29,6,31,July,Jul,7,3,2022
20220730,2022-07-30,7,31,July,Jul,7,3,2022
20220731,2022-07-31,1,32,July,Jul,7,3,2022
20220801,2022-08-01,2,32,August,Aug,8,3,2022
20220802,2022-08-02,3,32,August,Aug,8,3,2022
20220803,2022-08-03,4,32,August,Aug,8,3,2022
20220804,2022-08-04,5,32,August,Aug,8,3,2022
20220805,2022-08-05,6,32,August,Aug,8,3,2022
20220806,2022-08-06,7,32,August,Aug,8,3,2022
20220807,2022-08-07,1,33,August,Aug,8,3,2022
20220808,2022-08-08,2,33,August,Aug,8,3,2022
20220809,2022-08-09,3,33,August,Aug,8,3,2022
20220810,2022-08-10,4,33,August,Aug,8,3,2022
20220811,2022-08-11,5,33,August,Aug,8,3,2022
20220812,2022-08-12,6,33,August,Aug,8,3,2022
20220813,2022-08-13,7,33,August,Aug,8,3,2022
20220814,2022-08-14,1,34,August,Aug,8,3,2022
20220815,2022-08-15,2,34,August,Aug,8,3,2022
20220816,2022-08-16,3,34,August,Aug,8,3,2022
20220817,2022-08-17,4,34,August,Aug,8,3,2022
20220818,2022-08-18,5,34,August,Aug,8,3,2022
20220819,2022-08-19,6,34,August,Aug,8,3,2022
20220820,2022-08-20,7,34,August,Aug,8,3,2022
20220821,2022-08-21,1,35,August,Aug,8,3,2022
20220822,2022-08-22,2,35,August,Aug,8,3,2022
20220823,2022-08-23,3,35,August,Aug,8,3,2022
20220824,2022-08-24,4,35,August,Aug,8,3,2022
20220825,2022-08-25,5,35,August,Aug,8,3,2022
20220826,2022-08-26,6,35,August,Aug,8,3,2022
20220827,2022-08-27,7,35,August,Aug,8,3,2022
20220828,2022-08-28,1,36,August,Aug,8,3,2022
20220829,2022-08-29,2,36,August,Aug,8,3,2022
20220830,2022-08-30,3,36,August,Aug,8,3,2022
20220831,2022-08-31,4,36,August,Aug,8,3,2022
20220901,2022-09-01,5,36,September,Sep,9,3,2022
20220902,2022-09-02,6,36,September,Sep,9,3,2022
20220903,2022-09-03,7,36,September,Sep,9,3,2022
20220904,2022-09-04,1,37,September,Sep,9,3,2022
20220905,2022-09-05,2,37,September,Sep,9,3,2022
20220906,2022-09-06,3,37,September,Sep,9,3,2022
20220907,2022-09-07,4,37,September,Sep,9,3,2022
20220908,2022-09-08,5,37,September,Sep,9,3,2022
20220909,2022-09-09,6,37,September,Sep,9,3,2022
20220910,2022-09-10,7,37,September,Sep,9,3,2022
20220911,2022-09-11,1,38,September,Sep,9,3,2022
20220912,2022-09-12,2,38,September,Sep,9,3,2022
20220913,2022-09-13,3,38,September,Sep,9,3,2022
20220914,2022-09-14,4,38,September,Sep,9,3,2022
20220915,2022-09-15,5,38,September,Sep,9,3,2022
20220916,2022-09-16,6,38,September,Sep,9,3,2022
20220917,2022-09-17,7,38,September,Sep,9,3,2022
20220918,2022-09-18,1,39,September,Sep,9,3,2022
20220919,2022-09-19,2,39,September,Sep,9,3,2022
20220920,2022-09-20,3,39,September,Sep,9,3,2022
20220921,2022-09-21,4,39,September,Sep,9,3,2022
20220922,2022-09-22,5,39,September,Sep,9,3,2022
